,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
5288,KXEB        ,45.750083333333300,-109.95519444444400,91.3,0.01,141.0,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              "
5289,K217EM,45.75888888888890,-108.45277777777800,91.3,0.01,133.7,MT ,CSN INTERNATIONAL                                                           
5290,KAPC        ,46.0075,-112.44250000000000,91.3,0.01,571.0,MT ,THE UNIVERSITY OF MONTANA                                                   
5291,KAPC        ,46.007416666666700,-112.44252777777800,91.3,0.01,571.0,MT ,THE UNIVERSITY OF MONTANA                                                   
5292,K217FH,48.16994444444440,-112.07388888888900,91.3,0.01,0.0,MT ,PONDERA ARTS COUNCIL                                                        
5293,KFLF        ,48.06855555555560,-114.03983333333300,91.3,0.01,79.0,MT ,EDUCATIONAL MEDIA FOUNDATION                                                
5294,KFLF        ,48.094166666666700,-114.27055555555600,91.3,0.01,145.0,MT ,EDUCATIONAL MEDIA FOUNDATION                                                
5295,WLFA        ,35.60063888888890,-82.65177777777780,91.3,0.01,300.0,NC ,"RADIO TRAINING NETWORK, INC                                                 "
5296,WFQS        ,35.17341666666670,-83.58097222222220,91.3,0.01,702.0,NC ,WESTERN NORTH CAROLINA PUBLIC RADIO                                         
5297,WZMB        ,35.60041666666670,-77.36438888888890,91.3,0.01,41.0,NC ,EAST CAROLINA UNIVERSITY STUDENT MEDIA BOARD                                
5298,W217AX,35.25208333333330,-80.82841666666670,91.3,0.01,0.0,NC ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
5299,WHGO        ,36.09988888888890,-76.47494444444450,91.3,0.01,106.0,NC ,"PATHWAY CHRISTIAN ACADEMY, INC.                                             "
5300,WHQR        ,34.13155555555560,-78.18777777777780,91.3,0.01,348.0,NC ,"FRIENDS OF PUBLIC RADIO, INC.                                               "
5301,WHQR        ,34.28572222222220,-77.97527777777780,91.3,0.01,143.0,NC ,"FRIENDS OF PUBLIC RADIO, INC.                                               "
5302,WHQR        ,34.246833333333300,-77.94886111111110,91.3,0.01,29.0,NC ,"FRIENDS OF PUBLIC RADIO, INC.                                               "
5303,WHQR        ,34.2385,-77.94888888888890,91.3,0.01,29.0,NC ,"FRIENDS OF PUBLIC RADIO, INC.                                               "
5304,WXRI        ,36.13141666666670,-80.501,91.3,0.01,70.0,NC ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
5305,KXRP        ,46.58972222222220,-100.79447222222200,91.3,0.01,198.6,ND ,"CENTRAL DAKOTA ENTERPRISES, INC.                                            "
5306,KMHA        ,47.73972222222220,-102.72380555555600,91.3,0.01,137.0,ND ,FORT BERTHOLD COMMUNICATIONS ENTERPRISES                                    
5307,K217GL,47.746805555555600,-99.88069444444440,91.3,0.01,23.0,ND ,REAL PRESENCE RADIO                                                         
5308,K217GL,47.746805555555600,-99.88069444444440,91.3,0.01,23.0,ND ,REAL PRESENCE RADIO                                                         
5309,K217CT,42.46222222222220,-99.87233333333330,91.3,0.01,0.0,NE ,"THE PRAISE NETWORK, INC.                                                    "
5310,K217GM,42.83025000000000,-102.99905555555600,91.3,0.01,-3.0,NE ,"VSS CATHOLIC COMMUNICATIONS, INC.                                           "
5311,KTLX        ,41.440555555555600,-97.35419444444450,91.3,0.01,10.0,NE ,TLC EDUCATIONAL CORPORATION                                                 
5312,KAYA        ,42.35275,-96.52586111111110,91.3,0.01,115.0,NE ,AMERICAN FAMILY ASSOCIATION                                                 
5313,KXNG        ,40.697222222222200,-99.78833333333330,91.3,0.01,109.0,NE ,"MYBRIDGE, DBA AS MYBRIDGE RADIO                                             "
5314,K217FM,42.032222222222200,-97.36894444444440,91.3,0.01,113.2,NE ,CSN INTERNATIONAL                                                           
5315,WUNH        ,43.15647222222220,-70.94005555555560,91.3,0.01,78.0,NH ,UNIVERSITY SYSTEM OF NEW HAMPSHIRE                                          
5316,WEVH        ,43.70891666666670,-72.15405555555560,91.3,0.01,369.0,NH ,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED                                    "
5317,WKNH        ,42.92672222222220,-72.28119444444440,91.3,0.01,-118.0,NH ,UNIVERSITY SYSTEM OF NEW HAMPSHIRE                                          
5318,W217BH,44.352833333333300,-71.73675,91.3,0.01,0.0,NH ,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED                                    "
5319,WRTQ        ,39.32066666666670,-74.77127777777780,91.3,0.01,120.0,NJ ,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED                   
5320,WTSR        ,40.27147222222220,-74.78152777777780,91.3,0.01,11.0,NJ ,THE COLLEGE OF NJ RADIO SYSTEM                                              
5321,KDUO        ,31.828888888888900,-107.6413888888890,91.3,0.01,-11.0,NM ,"RADIO BILINGUE, INC.                                                        "
5322,K217EU,36.68527777777780,-108.21841666666700,91.3,0.01,104.0,NM ,"YOUR CHRISTIAN COMPANION NETWORK, INC.                                      "
5323,K217FA,34.19786111111110,-103.32383333333300,91.3,0.01,0.0,NM ,EDUCATIONAL MEDIA FOUNDATION                                                
5324,KSQR        ,36.656416666666700,-105.63305555555600,91.3,0.01,-99.0,NM ,NORTHERN NEW MEXICO RADIO FOUNDATION                                        
5325,KLXZ        ,33.40427777777780,-105.78238888888900,91.3,0.01,882.0,NM ,EDUCATIONAL MEDIA FOUNDATION                                                
5326,KLXZ        ,33.40427777777780,-105.78238888888900,91.3,0.01,882.0,NM ,EDUCATIONAL MEDIA FOUNDATION                                                
5327,KRXG        ,32.847166666666700,-108.239,91.3,0.01,310.0,NM ,REGENTS OF NEW MEXICO STATE UNIVERSITY                                      
5328,KNIS        ,39.258583333333300,-119.71030555555600,91.3,0.01,660.0,NV ,"WESTERN INSPIRATIONAL BROADCASTERS, INC.                                    "
5329,KNIS        ,39.258583333333300,-119.71030555555600,91.3,0.01,644.1,NV ,"WESTERN INSPIRATIONAL BROADCASTERS, INC.                                    "
5330,-           ,36.51927777777780,-116.18397222222200,91.3,0.01,0.0,NV ,"LUCKY BOY EDUCATIONAL MEDIA, INC.                                           "
5331,KBSJ        ,41.785444444444400,-114.84030555555600,91.3,0.01,751.0,NV ,IDAHO STATE BOARD OF EDUCATION                                              
5332,K217DN,39.31491666666670,-115.08944444444400,91.3,0.01,0.0,NV ,CSN INTERNATIONAL                                                           
5333,K217AX,41.00805555555560,-117.77019444444400,91.3,0.01,0.0,NV ,BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER EDUCATION                   
5334,W217AE,44.337611111111100,-75.92052777777780,91.3,0.01,0.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
5335,WXLH        ,43.871722222222200,-74.40013888888890,91.3,0.01,527.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
5336,WBNY        ,42.93311111111110,-78.88280555555560,91.3,0.01,35.0,NY ,STATE UNIVERSITY OF NEW YORK                                                
5337,W217CC,44.22061111111110,-73.61191666666670,91.3,0.01,0.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
5338,W217AF,40.78230555555560,-73.3676111111111,91.3,0.01,121.0,NY ,"SACRED HEART UNIVERSITY, INC.                                               "
5339,WOLN        ,42.03561111111110,-78.4461388888889,91.3,0.01,200.0,NY ,WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION                            
5340,WVKR-FM     ,41.64036111111110,-74.02069444444440,91.3,0.01,0.0,NY ,VASSAR COLLEGE                                                              
5341,WIOX        ,42.35794444444450,-74.53911111111110,91.3,0.01,312.0,NY ,"WIOX, INC.                                                                  "
5342,WRLI-FM     ,40.93480555555560,-72.38702777777780,91.3,0.01,95.0,NY ,"CONNECTICUT PUBLIC BROADCASTING, INC                                        "
5343,WCNY-FM     ,42.94494444444440,-76.11838888888890,91.3,0.01,334.0,NY ,"THE PUBLIC BROADCASTING COUNCIL OF CENTRAL NEW YORK, INC.                   "
5344,WAPS        ,41.06477777777780,-81.58288888888890,91.3,0.01,106.0,OH ,"BOARD OF EDUCATION, AKRON CITY SCHOOL DISTRICT                              "
5345,WAPS        ,41.055055555555600,-81.52622222222220,91.3,0.01,46.0,OH ,"BOARD OF EDUCATION, AKRON CITY SCHOOL DISTRICT                              "
5346,WOUB-FM     ,39.314527777777800,-82.14958333333330,91.3,0.01,150.0,OH ,OHIO UNIVERSITY                                                             
5347,WGTE-FM     ,41.65752777777780,-83.43186111111110,91.3,0.01,289.0,OH ,PUBLIC BROADCASTING FOUNDATION OF NW OHIO                                   
5348,WYSO        ,39.672,-84.07616666666670,91.3,0.01,174.0,OH ,MIAMI VALLEY PUBLIC MEDIA                                                   
5349,KAKO        ,35.22675,-96.9286388888889,91.3,0.01,134.7,OK ,AMERICAN FAMILY ASSOCIATION                                                 
5350,KRSC-FM     ,36.31841666666670,-95.63858333333330,91.3,0.01,111.0,OK ,BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA/ROGERS STATE                 
5351,KCLJ        ,35.51486111111110,-98.9735,91.3,0.01,6.0,OK ,MISSIONS UNLIMITED OF OREGON                                                
5352,KGUY        ,36.67363888888890,-101.4696111111110,91.3,0.01,89.0,OK ,"KANZA SOCIETY, INC.                                                         "
5353,KOAB-FM     ,44.07788888888890,-121.33363888888900,91.3,0.01,199.0,OR ,OREGON PUBLIC BROADCASTING                                                  
5354,KMHS-FM     ,43.36844444444440,-124.20427777777800,91.3,0.01,0.0,OR ,COOS BAY SCHOOL DISTRICT NO. 9
5355,KDXA        ,42.696666666666700,-123.2286111111110,91.3,0.01,784.0,OR ,"COMMON FREQUENCY, INC.                                                      "
5356,KDXA        ,42.73008333333330,-123.38438888888900,91.3,0.01,290.3,OR ,"COMMON FREQUENCY, INC.                                                      "
5357,K217BO,44.879583333333300,-117.03044444444400,91.3,0.01,0.0,OR ,OREGON PUBLIC BROADCASTING                                                  
5358,K217AF,42.86230555555560,-124.45119444444400,91.3,0.01,0.0,OR ,SOUTHERN OREGON UNIVERSITY                                                  
5359,K217FZ,44.64427777777780,-124.01511111111100,91.3,0.01,0.0,OR ,UNIVERSITY OF OREGON                                                        
5360,K217FG,46.15272222222220,-123.84416666666700,91.3,0.01,0.0,OR ,TILLICUM FOUNDATION                                                         
5361,K217FG,46.148694444444400,-123.84347222222200,91.3,0.01,0.0,OR ,TILLICUM FOUNDATION                                                         
5362,WLVR-FM     ,40.601194444444400,-75.35905555555560,91.3,0.01,170.0,PA ,LEHIGH UNIVERSITY                                                           
5363,WLVR-FM     ,40.60172222222220,-75.36027777777780,91.3,0.01,170.0,PA ,LEHIGH UNIVERSITY                                                           
5364,WPFG        ,40.276472222222200,-77.27719444444450,91.3,0.01,247.0,PA ,CUMBERLAND VALLEY CHRISTIAN RADIO                                           
5365,WQLN-FM     ,42.042,-80.06558333333330,91.3,0.01,152.0,PA ,"PUBLIC BROADCASTING OF NORTHWEST PENNSYLVANIA, INC.                         "
5366,WLCH-FM     ,40.07036111111110,-76.28827777777780,91.3,0.01,41.0,PA ,"SPANISH AMERICAN CIVIC ASSOCIATION FOR EQUALITY, INC.                       "
5367,WPFG-FM1,40.276472222222200,-77.27719444444450,91.3,0.01,0.0,PA ,CUMBERLAND VALLEY CHRISTIAN RADIO                                           
5368,WGRC        ,40.94452777777780,-76.8788611111111,91.3,0.01,98.0,PA ,"SALT AND LIGHT MEDIA MINISTRIES, INC                                        "
5369,WYEP-FM     ,40.411722222222200,-79.93116666666670,91.3,0.01,116.0,PA ,PITTSBURGH COMMUNITY BROADCASTING CORPORATION                               
5370,WXAC        ,40.36925,-75.90686111111110,91.3,0.01,12.0,PA ,ALBRIGHT COLLEGE                                                            
5371,NEW         ,40.041777777777800,-75.23961111111110,91.3,0.01,0.0,PA ,FOUR RIVERS COMMUNITY B/CSTG CORPORATION                                    
5372,WCDJ        ,41.524500000000000,-76.07158333333330,91.3,0.01,349.5,PA ,"FAMILY LIFE MINISTRIES, INC.                                                "
5373,WIPR-FM     ,18.10966666666670,-66.05097222222220,91.3,0.01,825.0,PR ,PUERTO RICO PUBLIC BROADCASTING CORPORATION                                 
5374,WIPR-FM     ,18.264611111111100,-66.08433333333330,91.3,0.01,245.0,PR ,PUERTO RICO PUBLIC BROADCASTING CORPORATION                                 
5375,WDOM        ,41.84441666666670,-71.43611111111110,91.3,0.01,45.0,RI ,PROVIDENCE COLLEGE                                                          
5376,WLTR        ,34.11875,-80.93647222222220,91.3,0.01,232.0,SC ,SOUTH CAROLINA EDUCATIONAL TV COMMISSION                                    
5377,WLTR        ,34.118611111111100,-80.93686111111110,91.3,0.01,132.0,SC ,SOUTH CAROLINA EDUCATIONAL TV COMMISSION                                    
5378,K201HB,45.465833333333300,-98.33583333333330,91.3,0.01,51.4,SD ,"CSN INTERNATIONAL, INC.                                                     "
5379,KSTJ        ,43.48941666666670,-97.44283333333330,91.3,0.01,220.8,SD ,REAL PRESENCE RADIO                                                         
5380,K217CE,44.36108333333330,-98.22536111111110,91.3,0.01,60.0,SD ,SOUTH DAKOTA BOARD OF DIRECTORS FOR ED. TELECOMMUNICATIONS                  
5381,KTEQ-FM     ,44.08811111111110,-103.2495,91.3,0.01,17.4,SD ,SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY                                   
5382,W217CD,36.05777777777780,-89.43861111111110,91.3,0.01,0.0,TN ,THE MOODY BIBLE INSTITUTE OF CHICAGO                                        
5383,WLMU        ,36.56119444444440,-83.65577777777780,91.3,0.01,15.3,TN ,LINCOLN MEMORIAL UNIVERSITY                                                 
5384,WCPI        ,35.66144444444440,-85.75163888888890,91.3,0.01,48.0,TN ,WARREN COUNTY EDUCATIONAL FOUNDATION                                        
5385,W217BG,35.581722222222200,-85.12550000000000,91.3,0.01,0.0,TN ,"FAMILY WORSHIP CENTER CHURCH, INC.                                          "
5386,KAQD        ,32.49955555555560,-99.97230555555560,91.3,0.01,99.0,TX ,AMERICAN FAMILY ASSOCIATION                                                 
5387,K217GJ,30.264694444444400,-97.74461111111110,91.3,0.01,0.0,TX ,CENTRO CRISTIANO DE VIDA ETERNA                                             
5388,KVLU        ,30.111305555555600,-94.05294444444440,91.3,0.01,137.0,TX ,LAMAR UNIVERSITY                                                            
5389,KVFM        ,28.44527777777780,-97.76416666666670,91.3,0.01,92.0,TX ,CENTRO CRISTIANO DE VIDA ETERNA                                             
5390,KBXP        ,33.78461111111110,-95.61416666666670,91.3,0.01,100.0,TX ,ALPHA CONSULTING CHRISTIAN EDUCATION                                        
5391,KYJC        ,33.243611111111100,-95.92275000000000,91.3,0.01,72.0,TX ,"PENFOLD COMMUNICATIONS, INC.                                                "
